,Country,Year,Sex,Age,Cases
17168,CK,1987,Male,35-44,1.0
17187,CK,2008,Male,35-44,1.0
17201,CL,1999,Male,35-44,204.0
17202,CL,2000,Male,35-44,198.0
17203,CL,2001,Male,35-44,213.0
17204,CL,2002,Male,35-44,196.0
17205,CL,2003,Male,35-44,181.0
17206,CL,2004,Male,35-44,179.0
17220,CM,1997,Male,35-44,387.0
17221,CM,1998,Male,35-44,787.0
17222,CM,1999,Male,35-44,736.0
17223,CM,2000,Male,35-44,584.0
17224,CM,2003,Male,35-44,1516.0
17225,CM,2004,Male,35-44,1575.0
17226,CM,2005,Male,35-44,1766.0
17227,CM,2006,Male,35-44,1820.0
17228,CM,2007,Male,35-44,1874.0
17240,CN,2002,Male,35-44,22645.0
17241,CN,2004,Male,35-44,45408.0
17242,CN,2005,Male,35-44,55400.0
17243,CN,2006,Male,35-44,56733.0
17244,CN,2007,Male,35-44,56224.0
17245,CN,2008,Male,35-44,56182.0
17259,CO,1999,Male,35-44,1796.0
17260,CO,2000,Male,35-44,963.0
17261,CO,2001,Male,35-44,722.0
17262,CO,2003,Male,35-44,844.0
17263,CO,2004,Male,35-44,743.0
17264,CO,2005,Male,35-44,666.0
17265,CO,2006,Male,35-44,737.0
17266,CO,2007,Male,35-44,694.0
17267,CO,2008,Male,35-44,666.0
17282,CR,2001,Male,35-44,72.0
17283,CR,2002,Male,35-44,44.0
17284,CR,2003,Male,35-44,32.0
17285,CR,2004,Male,35-44,45.0
17286,CR,2005,Male,35-44,53.0
17300,CU,1995,Male,35-44,83.0
17301,CU,1996,Male,35-44,86.0
17302,CU,1997,Male,35-44,83.0
17303,CU,1999,Male,35-44,97.0
17304,CU,2000,Male,35-44,90.0
17305,CU,2001,Male,35-44,87.0
17306,CU,2002,Male,35-44,83.0
17307,CU,2003,Male,35-44,91.0
17308,CU,2005,Male,35-44,90.0
17309,CU,2006,Male,35-44,93.0
17321,CV,2004,Male,35-44,17.0
17322,CV,2005,Male,35-44,26.0
17323,CV,2007,Male,35-44,26.0
17324,CV,2008,Male,35-44,29.0
17342,CY,2002,Male,35-44,1.0
17343,CY,2003,Male,35-44,3.0
17345,CY,2006,Male,35-44,1.0
17361,CZ,1997,Male,35-44,71.0
17362,CZ,1998,Male,35-44,88.0
17363,CZ,1999,Male,35-44,62.0
17364,CZ,2001,Male,35-44,47.0
17365,CZ,2002,Male,35-44,39.0
17366,CZ,2003,Male,35-44,42.0
17367,CZ,2004,Male,35-44,36.0
17368,CZ,2005,Male,35-44,57.0
17369,CZ,2006,Male,35-44,39.0
17370,CZ,2007,Male,35-44,35.0
17371,CZ,2008,Male,35-44,39.0
17385,DE,1995,Male,35-44,539.0
17386,DE,1997,Male,35-44,459.0
17387,DE,1998,Male,35-44,448.0
17388,DE,1999,Male,35-44,419.0
17402,DJ,2001,Male,35-44,125.0
17403,DJ,2002,Male,35-44,124.0
17404,DJ,2004,Male,35-44,142.0
17405,DJ,2005,Male,35-44,119.0
17406,DJ,2006,Male,35-44,165.0
17407,DJ,2008,Male,35-44,180.0
17421,DK,1995,Male,35-44,28.0
17422,DK,1996,Male,35-44,13.0
17423,DK,1997,Male,35-44,23.0
17424,DK,1998,Male,35-44,21.0
17425,DK,2000,Male,35-44,24.0
17426,DK,2002,Male,35-44,25.0
17427,DK,2003,Male,35-44,23.0
17428,DK,2004,Male,35-44,17.0
17442,DM,1996,Male,35-44,2.0
17448,DM,2006,Male,35-44,1.0
17449,DM,2007,Male,35-44,1.0
17450,DM,2008,Male,35-44,1.0
17464,DO,2000,Male,35-44,344.0
17465,DO,2002,Male,35-44,270.0
17466,DO,2003,Male,35-44,331.0
17467,DO,2004,Male,35-44,363.0
17468,DO,2005,Male,35-44,386.0
17469,DO,2006,Male,35-44,340.0
17470,DO,2007,Male,35-44,362.0
17484,DZ,2001,Male,35-44,708.0
17485,DZ,2002,Male,35-44,630.0
17486,DZ,2005,Male,35-44,919.0
17487,DZ,2007,Male,35-44,813.0
17501,EC,2001,Male,35-44,269.0
17502,EC,2004,Male,35-44,563.0
17503,EC,2005,Male,35-44,308.0
17504,EC,2006,Male,35-44,340.0
17505,EC,2007,Male,35-44,367.0
17506,EC,2008,Male,35-44,372.0
17520,EE,1996,Male,35-44,53.0
17521,EE,1998,Male,35-44,60.0
17522,EE,1999,Male,35-44,72.0
17523,EE,2000,Male,35-44,53.0
17524,EE,2001,Male,35-44,43.0
17525,EE,2002,Male,35-44,47.0
17526,EE,2003,Male,35-44,38.0
17527,EE,2004,Male,35-44,42.0
17528,EE,2005,Male,35-44,19.0
17529,EE,2006,Male,35-44,24.0
17530,EE,2008,Male,35-44,26.0
17545,EG,2001,Male,35-44,614.0
17552,ER,2001,Male,35-44,77.0
17553,ER,2002,Male,35-44,53.0
17554,ER,2003,Male,35-44,55.0
17555,ER,2005,Male,35-44,50.0
17556,ER,2006,Male,35-44,44.0
17588,ET,2000,Male,35-44,3082.0
17589,ET,2001,Male,35-44,3233.0
17590,ET,2002,Male,35-44,3128.0
17591,ET,2003,Male,35-44,3737.0
17592,ET,2004,Male,35-44,4060.0
17593,ET,2005,Male,35-44,3454.0
17594,ET,2006,Male,35-44,3567.0
17595,ET,2007,Male,35-44,3545.0
17596,ET,2008,Male,35-44,4067.0
17612,FI,1995,Male,35-44,25.0
17613,FI,1996,Male,35-44,24.0
17614,FI,1997,Male,35-44,22.0
17615,FI,1998,Male,35-44,9.0
17616,FI,1999,Male,35-44,13.0
17617,FI,2006,Male,35-44,5.0
17618,FI,2007,Male,35-44,5.0
17619,FI,2008,Male,35-44,8.0
17624,FJ,1994,Male,35-44,2.0
17625,FJ,1995,Male,35-44,9.0
17626,FJ,1996,Male,35-44,9.0
17627,FJ,1997,Male,35-44,6.0
17628,FJ,1998,Male,35-44,7.0
17629,FJ,1999,Male,35-44,5.0
17630,FJ,2000,Male,35-44,13.0
17631,FJ,2002,Male,35-44,7.0
17632,FJ,2003,Male,35-44,6.0
17633,FJ,2004,Male,35-44,8.0
17634,FJ,2008,Male,35-44,4.0
17649,FM,2000,Male,35-44,1.0
17651,FM,2007,Male,35-44,4.0
17665,FR,1995,Male,35-44,502.0
17681,GA,1995,Male,35-44,80.0
17682,GA,2002,Male,35-44,148.0
17683,GA,2003,Male,35-44,149.0
17684,GA,2004,Male,35-44,143.0
17685,GA,2005,Male,35-44,140.0
17686,GA,2006,Male,35-44,148.0
17701,GB,1998,Male,35-44,141.0
17717,GD,1998,Male,35-44,1.0
17725,GD,2008,Male,35-44,1.0
17739,GE,1995,Male,35-44,25.0
17740,GE,1997,Male,35-44,91.0
17741,GE,1998,Male,35-44,99.0
17742,GE,1999,Male,35-44,151.0
17743,GE,2001,Male,35-44,199.0
17744,GE,2004,Male,35-44,226.0
17759,GH,1995,Male,35-44,398.0
17760,GH,2000,Male,35-44,1115.0
17761,GH,2001,Male,35-44,1144.0
17762,GH,2002,Male,35-44,1282.0
17763,GH,2003,Male,35-44,1234.0
17764,GH,2004,Male,35-44,1250.0
17765,GH,2005,Male,35-44,1311.0
17766,GH,2006,Male,35-44,1388.0
17767,GH,2007,Male,35-44,1239.0
17771,GM,1997,Male,35-44,126.0
17773,GM,2002,Male,35-44,160.0
17774,GM,2005,Male,35-44,206.0
17787,GN,1995,Male,35-44,357.0
17788,GN,1996,Male,35-44,416.0
17789,GN,1997,Male,35-44,483.0
17790,GN,1998,Male,35-44,494.0
17791,GN,2000,Male,35-44,570.0
17792,GN,2001,Male,35-44,612.0
17793,GN,2003,Male,35-44,671.0
17794,GN,2004,Male,35-44,726.0
17795,GN,2005,Male,35-44,778.0
17796,GN,2006,Male,35-44,916.0
17797,GN,2008,Male,35-44,985.0
17809,GQ,1997,Male,35-44,36.0
17810,GQ,1998,Male,35-44,39.0
17812,GQ,2004,Male,35-44,54.0
17815,GQ,2008,Male,35-44,85.0
17831,GR,2006,Male,35-44,22.0
17832,GR,2007,Male,35-44,34.0
17833,GR,2008,Male,35-44,12.0
17847,GT,1995,Male,35-44,236.0
17848,GT,1997,Male,35-44,229.0
17849,GT,1998,Male,35-44,234.0
17850,GT,1999,Male,35-44,235.0
17851,GT,2000,Male,35-44,216.0
17852,GT,2001,Male,35-44,169.0
17853,GT,2002,Male,35-44,171.0
17854,GT,2003,Male,35-44,169.0
17855,GT,2004,Male,35-44,209.0
17856,GT,2005,Male,35-44,185.0
17870,GU,2004,Male,35-44,2.0
17871,GU,2005,Male,35-44,4.0
17872,GU,2006,Male,35-44,2.0
17873,GU,2007,Male,35-44,2.0
17874,GU,2008,Male,35-44,7.0
17890,GW,1996,Male,35-44,113.0
17891,GW,2000,Male,35-44,80.0
17893,GW,2002,Male,35-44,128.0
17894,GW,2003,Male,35-44,118.0
17895,GW,2004,Male,35-44,147.0
17896,GW,2005,Male,35-44,153.0
17897,GW,2006,Male,35-44,143.0
17899,GW,2008,Male,35-44,191.0
17913,GY,1996,Male,35-44,4.0
17914,GY,1997,Male,35-44,12.0
17915,GY,2000,Male,35-44,14.0
17916,GY,2001,Male,35-44,44.0
17917,GY,2007,Male,35-44,44.0
17933,HK,2000,Male,35-44,160.0
17934,HK,2001,Male,35-44,162.0
17935,HK,2002,Male,35-44,163.0
17936,HK,2003,Male,35-44,140.0
17950,HN,1998,Male,35-44,211.0
17951,HN,2005,Male,35-44,215.0
17967,HR,1995,Male,35-44,210.0
17968,HR,1997,Male,35-44,180.0
17969,HR,1998,Male,35-44,177.0
17971,HR,2003,Male,35-44,68.0
17972,HR,2004,Male,35-44,68.0
17985,HT,1998,Male,35-44,656.0
17986,HT,1999,Male,35-44,672.0
17987,HT,2000,Male,35-44,613.0
17988,HT,2001,Male,35-44,587.0
17989,HT,2002,Male,35-44,572.0
17990,HT,2003,Male,35-44,625.0
17991,HT,2004,Male,35-44,606.0
17992,HT,2005,Male,35-44,701.0
17993,HT,2006,Male,35-44,672.0
18007,HU,1996,Male,35-44,151.0
18008,HU,1997,Male,35-44,163.0
18009,HU,1998,Male,35-44,149.0
18010,HU,1999,Male,35-44,155.0
18011,HU,2000,Male,35-44,85.0
18012,HU,2008,Male,35-44,47.0
18025,ID,1998,Male,35-44,4054.0
18026,ID,1999,Male,35-44,4999.0
18027,ID,2001,Male,35-44,6241.0
18028,ID,2002,Male,35-44,8760.0
18029,ID,2003,Male,35-44,10925.0
18030,ID,2004,Male,35-44,14881.0
18031,ID,2005,Male,35-44,18401.0
18032,ID,2006,Male,35-44,20332.0
18049,IE,2006,Male,35-44,17.0
18064,IL,1996,Male,35-44,21.0
18065,IL,1998,Male,35-44,35.0
18066,IL,1999,Male,35-44,22.0
18067,IL,2001,Male,35-44,17.0
18068,IL,2002,Male,35-44,13.0
18069,IL,2003,Male,35-44,22.0
18070,IL,2004,Male,35-44,13.0
18071,IL,2006,Male,35-44,14.0
18085,IN,2007,Male,35-44,88045.0
18094,IQ,2001,Male,35-44,275.0
18095,IQ,2002,Male,35-44,308.0
18096,IQ,2004,Male,35-44,288.0
18097,IQ,2005,Male,35-44,261.0
18112,IR,2001,Male,35-44,371.0
18113,IR,2002,Male,35-44,375.0
18114,IR,2003,Male,35-44,396.0
18115,IR,2005,Male,35-44,338.0
18133,IS,1999,Male,35-44,1.0
18139,IS,2005,Male,35-44,1.0
18141,IS,2008,Male,35-44,1.0
18169,JM,2000,Male,35-44,13.0
18170,JM,2001,Male,35-44,21.0
18171,JM,2002,Male,35-44,8.0
18172,JM,2003,Male,35-44,14.0
18173,JM,2004,Male,35-44,4.0
18174,JM,2005,Male,35-44,6.0
18175,JM,2006,Male,35-44,9.0
18189,JO,1996,Male,35-44,17.0
18190,JO,1997,Male,35-44,11.0
18191,JO,1998,Male,35-44,7.0
18192,JO,1999,Male,35-44,16.0
18193,JO,2000,Male,35-44,13.0
18194,JO,2001,Male,35-44,10.0
18195,JO,2002,Male,35-44,11.0
18196,JO,2003,Male,35-44,17.0
18197,JO,2004,Male,35-44,14.0
18198,JO,2005,Male,35-44,9.0
18199,JO,2006,Male,35-44,16.0
18200,JO,2007,Male,35-44,14.0
18201,JO,2008,Male,35-44,3.0
18215,JP,1995,Male,35-44,995.0
18216,JP,1996,Male,35-44,843.0
18217,JP,1997,Male,35-44,798.0
18218,JP,1998,Male,35-44,724.0
18219,JP,1999,Male,35-44,706.0
18220,JP,2000,Male,35-44,676.0
18221,JP,2001,Male,35-44,632.0
18222,JP,2002,Male,35-44,579.0
18223,JP,2003,Male,35-44,550.0
18224,JP,2004,Male,35-44,599.0
18225,JP,2005,Male,35-44,605.0
18231,KE,1995,Male,35-44,1675.0
18232,KE,1996,Male,35-44,2097.0
18233,KE,1998,Male,35-44,2983.0
18234,KE,1999,Male,35-44,3349.0
18235,KE,2000,Male,35-44,3548.0
18236,KE,2001,Male,35-44,3903.0
18237,KE,2003,Male,35-44,4560.0
18238,KE,2005,Male,35-44,5069.0
18239,KE,2006,Male,35-44,4975.0
18254,KG,1995,Male,35-44,165.0
18255,KG,1998,Male,35-44,141.0
18256,KG,1999,Male,35-44,244.0
18257,KG,2004,Male,35-44,265.0
18272,KH,1996,Male,35-44,1363.0
18273,KH,1999,Male,35-44,1734.0
18274,KH,2001,Male,35-44,1601.0
18275,KH,2002,Male,35-44,1956.0
18276,KH,2003,Male,35-44,2183.0
18277,KH,2004,Male,35-44,2261.0
18278,KH,2005,Male,35-44,2349.0
18279,KH,2006,Male,35-44,2205.0
18280,KH,2007,Male,35-44,2190.0
18281,KH,2008,Male,35-44,2040.0
18296,KI,1999,Male,35-44,2.0
18297,KI,2000,Male,35-44,3.0
18298,KI,2001,Male,35-44,3.0
18299,KI,2002,Male,35-44,7.0
18300,KI,2003,Male,35-44,9.0
18301,KI,2004,Male,35-44,12.0
18302,KI,2005,Male,35-44,12.0
18310,KM,1995,Male,35-44,9.0
18311,KM,2000,Male,35-44,14.0
18312,KM,2001,Male,35-44,10.0
18313,KM,2002,Male,35-44,8.0
18314,KM,2003,Male,35-44,5.0
18315,KM,2005,Male,35-44,6.0
18330,KN,1996,Male,35-44,1.0
18338,KN,2007,Male,35-44,1.0
18342,KP,1997,Male,35-44,640.0
18343,KP,2000,Male,35-44,2927.0
18344,KP,2002,Male,35-44,2584.0
18345,KP,2003,Male,35-44,2678.0
18346,KP,2004,Male,35-44,2991.0
18347,KP,2006,Male,35-44,3219.0
18348,KP,2007,Male,35-44,3717.0
18362,KR,1995,Male,35-44,1425.0
18363,KR,1996,Male,35-44,1457.0
18364,KR,1997,Male,35-44,1221.0
18365,KR,1998,Male,35-44,1329.0
18366,KR,1999,Male,35-44,1180.0
18367,KR,2000,Male,35-44,988.0
18368,KR,2001,Male,35-44,1419.0
18369,KR,2002,Male,35-44,1374.0
18370,KR,2003,Male,35-44,1265.0
18371,KR,2004,Male,35-44,1364.0
18372,KR,2005,Male,35-44,1326.0
18386,KW,1995,Male,35-44,32.0
18387,KW,1996,Male,35-44,16.0
18388,KW,1997,Male,35-44,37.0
18389,KW,1998,Male,35-44,42.0
18390,KW,1999,Male,35-44,26.0
18391,KW,2000,Male,35-44,32.0
18392,KW,2001,Male,35-44,29.0
18393,KW,2002,Male,35-44,32.0
18394,KW,2003,Male,35-44,33.0
18395,KW,2005,Male,35-44,29.0
18396,KW,2006,Male,35-44,40.0
18414,KY,1999,Male,35-44,1.0
18415,KY,2000,Male,35-44,1.0
18439,KZ,1998,Male,35-44,817.0
18440,KZ,2000,Male,35-44,1379.0
18441,KZ,2001,Male,35-44,1485.0
18442,KZ,2002,Male,35-44,1490.0
18443,KZ,2004,Male,35-44,1183.0
18444,KZ,2006,Male,35-44,848.0
18459,LA,1996,Male,35-44,97.0
18460,LA,1997,Male,35-44,151.0
18461,LA,1998,Male,35-44,150.0
18462,LA,1999,Male,35-44,183.0
18463,LA,2000,Male,35-44,166.0
18464,LA,2001,Male,35-44,176.0
18465,LA,2002,Male,35-44,220.0
18466,LA,2003,Male,35-44,239.0
18467,LA,2004,Male,35-44,231.0
18468,LA,2005,Male,35-44,296.0
18469,LA,2006,Male,35-44,340.0
18470,LA,2008,Male,35-44,329.0
18480,LB,1995,Male,35-44,30.0
18481,LB,1996,Male,35-44,18.0
18482,LB,1999,Male,35-44,35.0
18483,LB,2000,Male,35-44,20.0
18484,LB,2002,Male,35-44,14.0
18485,LB,2003,Male,35-44,22.0
18486,LB,2004,Male,35-44,18.0
18487,LB,2005,Male,35-44,15.0
18502,LC,2000,Male,35-44,1.0
18504,LC,2002,Male,35-44,1.0
18506,LC,2007,Male,35-44,3.0
18511,LK,1996,Male,35-44,491.0
18512,LK,1997,Male,35-44,596.0
18513,LK,2002,Male,35-44,682.0
18514,LK,2003,Male,35-44,694.0
18515,LK,2004,Male,35-44,664.0
18516,LK,2006,Male,35-44,600.0
18527,LR,1996,Male,35-44,84.0
18529,LR,1998,Male,35-44,158.0
18531,LR,2000,Male,35-44,127.0
18532,LR,2001,Male,35-44,132.0
18533,LR,2003,Male,35-44,204.0
18534,LR,2004,Male,35-44,285.0
18535,LR,2005,Male,35-44,333.0
18536,LR,2006,Male,35-44,371.0
18551,LS,1995,Male,35-44,256.0
18552,LS,1996,Male,35-44,367.0
18553,LS,1997,Male,35-44,463.0
18554,LS,1998,Male,35-44,488.0
18556,LS,2004,Male,35-44,696.0
18557,LS,2005,Male,35-44,397.0
18558,LS,2006,Male,35-44,550.0
18573,LT,1997,Male,35-44,227.0
18574,LT,1998,Male,35-44,165.0
18575,LT,2000,Male,35-44,145.0
18576,LT,2001,Male,35-44,197.0
18577,LT,2006,Male,35-44,207.0
18578,LT,2007,Male,35-44,165.0
18595,LU,1996,Male,35-44,4.0
18596,LU,1997,Male,35-44,7.0
18598,LU,2002,Male,35-44,3.0
18599,LU,2004,Male,35-44,4.0
18600,LU,2006,Male,35-44,2.0
18616,LV,1995,Male,35-44,71.0
18617,LV,1996,Male,35-44,130.0
18618,LV,1997,Male,35-44,145.0
18619,LV,1998,Male,35-44,129.0
18620,LV,1999,Male,35-44,110.0
18621,LV,2000,Male,35-44,124.0
18622,LV,2001,Male,35-44,138.0
18623,LV,2002,Male,35-44,123.0
18624,LV,2003,Male,35-44,141.0
18625,LV,2004,Male,35-44,119.0
18626,LV,2008,Male,35-44,71.0
18641,LY,1996,Male,35-44,82.0
18643,LY,2003,Male,35-44,142.0
18644,LY,2004,Male,35-44,173.0
18645,LY,2005,Male,35-44,168.0
18646,LY,2006,Male,35-44,150.0
18662,MA,1995,Male,35-44,1737.0
18663,MA,1996,Male,35-44,1721.0
18664,MA,1997,Male,35-44,1659.0
18665,MA,1998,Male,35-44,1744.0
18666,MA,1999,Male,35-44,1641.0
18667,MA,2000,Male,35-44,1705.0
18668,MA,2001,Male,35-44,1731.0
18669,MA,2002,Male,35-44,1647.0
18670,MA,2003,Male,35-44,1667.0
18671,MA,2004,Male,35-44,1676.0
18672,MA,2005,Male,35-44,1583.0
18711,MD,1995,Male,35-44,166.0
18712,MD,1996,Male,35-44,55.0
18713,MD,1997,Male,35-44,86.0
18714,MD,1998,Male,35-44,116.0
18715,MD,1999,Male,35-44,144.0
18716,MD,2001,Male,35-44,230.0
18717,MD,2002,Male,35-44,237.0
18718,MD,2003,Male,35-44,252.0
18719,MD,2004,Male,35-44,284.0
18720,MD,2006,Male,35-44,349.0
18721,ME,2005,Male,35-44,7.0
18722,ME,2006,Male,35-44,7.0
18723,ME,2007,Male,35-44,3.0
18724,ME,2008,Male,35-44,10.0
18738,MG,1995,Male,35-44,1173.0
18741,MG,2001,Male,35-44,1625.0
18742,MG,2006,Male,35-44,2220.0
18756,MH,1998,Male,35-44,1.0
18757,MH,2002,Male,35-44,1.0
18758,MH,2004,Male,35-44,3.0
18759,MH,2005,Male,35-44,5.0
18760,MH,2006,Male,35-44,4.0
18761,MH,2008,Male,35-44,2.0
18765,MK,1995,Male,35-44,45.0
18766,MK,1997,Male,35-44,25.0
18767,MK,1999,Male,35-44,19.0
18768,MK,2000,Male,35-44,20.0
18769,MK,2001,Male,35-44,17.0
18770,MK,2002,Male,35-44,28.0
18771,MK,2003,Male,35-44,35.0
18772,MK,2004,Male,35-44,19.0
18787,ML,1995,Male,35-44,294.0
18788,ML,1996,Male,35-44,364.0
18789,ML,1999,Male,35-44,429.0
18790,ML,2000,Male,35-44,396.0
18792,ML,2002,Male,35-44,447.0
18793,ML,2003,Male,35-44,438.0
18794,ML,2004,Male,35-44,473.0
18795,ML,2005,Male,35-44,539.0
18796,ML,2006,Male,35-44,550.0
18797,ML,2007,Male,35-44,570.0
18812,MM,1996,Male,35-44,1535.0
18813,MM,1998,Male,35-44,1584.0
18814,MM,1999,Male,35-44,1805.0
18815,MM,2000,Male,35-44,2781.0
18816,MM,2002,Male,35-44,4016.0
18817,MM,2003,Male,35-44,4427.0
18818,MM,2004,Male,35-44,4966.0
18819,MM,2005,Male,35-44,5888.0
18820,MM,2006,Male,35-44,6536.0
18821,MM,2007,Male,35-44,6826.0
18822,MM,2008,Male,35-44,6396.0
18837,MN,1996,Male,35-44,91.0
18838,MN,1997,Male,35-44,204.0
18839,MN,1998,Male,35-44,158.0
18840,MN,1999,Male,35-44,178.0
18841,MN,2000,Male,35-44,171.0
18842,MN,2002,Male,35-44,184.0
18843,MN,2003,Male,35-44,171.0
18844,MN,2004,Male,35-44,229.0
18845,MN,2005,Male,35-44,232.0
18846,MN,2006,Male,35-44,241.0
18847,MN,2007,Male,35-44,232.0
18848,MN,2008,Male,35-44,235.0
18863,MO,1995,Male,35-44,20.0
18865,MO,2001,Male,35-44,26.0
18866,MO,2002,Male,35-44,21.0
18867,MO,2003,Male,35-44,16.0
18868,MO,2004,Male,35-44,18.0
18869,MO,2005,Male,35-44,21.0
18870,MO,2006,Male,35-44,17.0
18871,MO,2007,Male,35-44,14.0
18884,MP,1996,Male,35-44,5.0
18885,MP,1998,Male,35-44,3.0
18887,MP,2003,Male,35-44,2.0
18888,MP,2004,Male,35-44,2.0
18889,MP,2005,Male,35-44,3.0
18890,MP,2006,Male,35-44,3.0
18891,MP,2008,Male,35-44,1.0
18908,MR,2004,Male,35-44,235.0
18909,MR,2006,Male,35-44,203.0
18910,MR,2007,Male,35-44,261.0
18911,MR,2008,Male,35-44,249.0
18947,MT,1995,Male,35-44,1.0
18953,MT,2002,Male,35-44,1.0
18956,MT,2005,Male,35-44,1.0
18957,MT,2006,Male,35-44,2.0
18959,MT,2008,Male,35-44,2.0
18975,MU,2000,Male,35-44,18.0
18976,MU,2002,Male,35-44,21.0
18977,MU,2003,Male,35-44,10.0
18978,MU,2004,Male,35-44,24.0
18979,MU,2005,Male,35-44,21.0
18980,MU,2006,Male,35-44,22.0
18981,MU,2007,Male,35-44,12.0
18982,MU,2008,Male,35-44,14.0
18996,MV,1995,Male,35-44,10.0
18997,MV,1996,Male,35-44,3.0
18998,MV,1998,Male,35-44,8.0
18999,MV,1999,Male,35-44,9.0
19000,MV,2000,Male,35-44,2.0
19001,MV,2001,Male,35-44,3.0
19003,MV,2003,Male,35-44,4.0
19004,MV,2004,Male,35-44,3.0
19005,MV,2005,Male,35-44,5.0
19006,MV,2006,Male,35-44,3.0
19007,MV,2008,Male,35-44,3.0
19013,MW,1997,Male,35-44,995.0
19014,MW,2001,Male,35-44,1025.0
19015,MW,2003,Male,35-44,936.0
19016,MW,2004,Male,35-44,1081.0
19017,MW,2005,Male,35-44,1031.0
19018,MW,2006,Male,35-44,1054.0
19032,MX,1996,Male,35-44,940.0
19033,MX,1998,Male,35-44,1200.0
19034,MX,2000,Male,35-44,1162.0
19035,MX,2001,Male,35-44,1683.0
19036,MX,2002,Male,35-44,1301.0
19037,MX,2003,Male,35-44,1417.0
19038,MX,2004,Male,35-44,1181.0
19039,MX,2005,Male,35-44,1314.0
19053,MY,1995,Male,35-44,775.0
19054,MY,1998,Male,35-44,1050.0
19055,MY,1999,Male,35-44,1152.0
19056,MY,2000,Male,35-44,1177.0
19057,MY,2001,Male,35-44,1221.0
19058,MY,2002,Male,35-44,1182.0
19072,MZ,1995,Male,35-44,1338.0
19073,MZ,1996,Male,35-44,1367.0
19083,0.0,1995,Male,35-44,113.0
19084,0.0,1998,Male,35-44,541.0
19085,0.0,1999,Male,35-44,613.0
19086,0.0,2001,Male,35-44,732.0
19087,0.0,2002,Male,35-44,750.0
19088,0.0,2003,Male,35-44,838.0
19089,0.0,2004,Male,35-44,866.0
19090,0.0,2005,Male,35-44,874.0
19091,0.0,2006,Male,35-44,799.0
19092,0.0,2007,Male,35-44,786.0
19106,NC,2002,Male,35-44,1.0
19107,NC,2004,Male,35-44,3.0
19109,NC,2006,Male,35-44,1.0
19110,NC,2007,Male,35-44,2.0
19124,NE,2005,Male,35-44,819.0
19125,NE,2006,Male,35-44,909.0
19126,NE,2007,Male,35-44,958.0
19141,NG,1995,Male,35-44,937.0
19142,NG,1997,Male,35-44,1177.0
19143,NG,1998,Male,35-44,1282.0
19144,NG,2003,Male,35-44,3590.0
19145,NG,2004,Male,35-44,4262.0
19146,NG,2005,Male,35-44,4544.0
19147,NG,2006,Male,35-44,5517.0
19148,NG,2007,Male,35-44,5776.0
19149,NG,2008,Male,35-44,6210.0
19163,NI,1995,Male,35-44,175.0
19164,NI,1996,Male,35-44,191.0
19165,NI,1997,Male,35-44,163.0
19166,NI,1998,Male,35-44,155.0
19167,NI,1999,Male,35-44,167.0
19168,NI,2000,Male,35-44,147.0
19169,NI,2001,Male,35-44,139.0
19170,NI,2002,Male,35-44,140.0
19171,NI,2003,Male,35-44,135.0
19172,NI,2004,Male,35-44,105.0
19173,NI,2006,Male,35-44,129.0
19174,NI,2007,Male,35-44,144.0
19189,NL,1996,Male,35-44,46.0
19190,NL,1997,Male,35-44,47.0
19191,NL,1998,Male,35-44,41.0
19192,NL,1999,Male,35-44,32.0
19193,NL,2000,Male,35-44,41.0
19208,NO,1995,Male,35-44,6.0
19209,NO,1996,Male,35-44,14.0
19210,NO,1997,Male,35-44,7.0
19211,NO,1998,Male,35-44,3.0
19212,NO,1999,Male,35-44,3.0
19213,NO,2000,Male,35-44,3.0
19214,NO,2001,Male,35-44,8.0
19215,NO,2002,Male,35-44,4.0
19228,NP,1999,Male,35-44,1703.0
19229,NP,2000,Male,35-44,1713.0
19230,NP,2002,Male,35-44,1686.0
19231,NP,2003,Male,35-44,1619.0
19232,NP,2004,Male,35-44,1652.0
19233,NP,2005,Male,35-44,1722.0
19234,NP,2006,Male,35-44,1640.0
19235,NP,2007,Male,35-44,1636.0
19248,NR,2001,Male,35-44,1.0
19254,NR,2007,Male,35-44,1.0
19295,NZ,2000,Male,35-44,6.0
19296,NZ,2002,Male,35-44,5.0
19297,NZ,2003,Male,35-44,6.0
19298,NZ,2005,Male,35-44,6.0
19312,OM,1999,Male,35-44,23.0
19313,OM,2005,Male,35-44,24.0
19314,OM,2007,Male,35-44,25.0
19328,PA,2004,Male,35-44,118.0
19329,PA,2005,Male,35-44,129.0
19330,PA,2006,Male,35-44,107.0
19331,PA,2007,Male,35-44,116.0
19345,PE,1997,Male,35-44,1971.0
19346,PE,1998,Male,35-44,2095.0
19347,PE,1999,Male,35-44,1586.0
19348,PE,2000,Male,35-44,1546.0
19349,PE,2001,Male,35-44,1550.0
19350,PE,2004,Male,35-44,1357.0
19351,PE,2005,Male,35-44,1513.0
19367,PF,1996,Male,35-44,5.0
19368,PF,1997,Male,35-44,4.0
19369,PF,1998,Male,35-44,3.0
19370,PF,1999,Male,35-44,2.0
19371,PF,2000,Male,35-44,4.0
19372,PF,2003,Male,35-44,1.0
19373,PF,2004,Male,35-44,3.0
19374,PF,2006,Male,35-44,3.0
19403,PH,2005,Male,35-44,13253.0
19404,PH,2006,Male,35-44,13478.0
19405,PH,2007,Male,35-44,13810.0
19406,PH,2008,Male,35-44,13529.0
